Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,2.27682456221956E-18,-0.005,0,0,0,0,0.0002,3.33333333333334E-09,1.72329294281881E-26,3.0309750528515E-26,1.73333333333333E-09,-8.32068698519475E-26,1.73333333333333E-09,0,0,0,0,0,0,package://try2/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/base_link.STL,,refplate-2,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
sec01,8.13151629364128E-19,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,4.73496022666977E-40,1.99136488891557E-56,7.85398163397449E-08,7.588784500269E-41,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec01.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec01.STL,,soliddisk-1,Coordinate System1,,joint01,revolute,0,0,0,0,0,0,base_link,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec02,4.33680868994202E-19,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,5.51453741702018E-25,-1.10290748340404E-24,7.85398163397448E-08,-1.37863435425504E-25,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec02.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec02.STL,,soliddisk-2,Coordinate System2,,joint02,revolute,0,0.01,0,0,0,0,sec01,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec03,3.25260651745651E-19,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,-5.51453741702019E-25,-4.03250548619601E-24,7.85398163397448E-08,2.75726870851009E-25,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec03.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec03.STL,,soliddisk-3,Coordinate System3,,joint03,revolute,0,0.01,0,0,0,0,sec02,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec04,-2.71050543121376E-19,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,5.5145374170202E-25,-5.51453741702019E-24,7.85398163397449E-08,-1.15493625579607E-39,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec04.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec04.STL,,soliddisk-4,Coordinate System4,,joint04,revolute,0,0.01,0,0,0,0,sec03,0,0,0,100,0,-1.571,-1.571,,,,,,,,
sec05,-1.62630325872826E-19,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,-2.75726870851008E-25,-1.93008809595706E-24,7.85398163397448E-08,-4.72187784282387E-41,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec05.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec05.STL,,soliddisk-5,Coordinate System5,,joint05,revolute,0,0.01,0,0,0,0,sec04,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec06,-1.9516E-18,0.0025,-1.7347E-18,0,0,0,0.0015708,4.2542E-08,1.3786E-25,-6.3762E-25,7.854E-08,3.3435E-39,4.2542E-08,0,0,0,0,0,0,package://try2/meshes/sec06.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://try2/meshes/sec06.STL,,soliddisk-6,Coordinate System6,,joint06,revolute,0,0.01,0,0,0,0,sec05,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec07,-1.8431E-18,0.0025,0,0,0,0,0.0015708,4.2542E-08,-1.8833E-39,2.351E-38,7.854E-08,1.8891E-39,4.2542E-08,0,0,0,0,0,0,package://try2/meshes/sec07.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://try2/meshes/sec07.STL,,soliddisk-7,Coordinate System7,,joint07,revolute,0,0.01,0,0,0,0,sec06,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec08,-1.62630325872826E-18,0.0025,0,0,0,0,0.0015707963267949,4.25424005173618E-08,-2.75726870851008E-25,-9.91055745063802E-41,7.85398163397448E-08,1.65082098396703E-40,4.25424005173618E-08,0,0,0,0,0,0,package://try2/meshes/sec08.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec08.STL,,soliddisk-8,Coordinate System8,,joint08,revolute,0,0.01,0,0,0,0,sec07,0,0,0,100,0,-1.571,1.571,,,,,,,,
sec09,-1.68051336735253E-18,0.0025,0,0,0,0,0.0015707963267949,4.25424005173619E-08,5.74790090871454E-41,4.41162993361615E-24,7.85398163397449E-08,-3.31855213692167E-41,4.25424005173619E-08,0,0,0,0,0,0,package://try2/meshes/sec09.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://try2/meshes/sec09.STL,,soliddisk-9,Coordinate System9,,joint09,revolute,0,0.01,0,0,0,0,sec08,0,0,0,100,0,-1.571,1.571,,,,,,,,
